Job Title,Salary Estimate,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
Data Analyst,$50K - $90K (Glassdoor est.),4.2,"Globant
4.2","Miami, FL",10000+ Employees,2003,Company - Public,IT Services,Information Technology,$100 to $500 million (USD)
"AI/Data Scientist, R&D",$66K - $118K (Glassdoor est.),3.8,"CAE Inc.
3.8","Tampa, FL",10000+ Employees,1947,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD)
Machine Learning Engineer,$60K - $107K (Glassdoor est.),3.7,"Restaurant Brands International
3.7","Miami, FL",1001 to 5000 Employees,2014,Company - Public,Fast-Food & Quick-Service Restaurants,"Restaurants, Bars & Food Services",$5 to $10 billion (USD)
"Data Scientist, Senior",$78K - $137K (Glassdoor est.),4.2,"Booz Allen Hamilton
4.2","Tampa, FL",10000+ Employees,1914,Company - Public,Consulting,Business Services,$5 to $10 billion (USD)
Data Analyst,-1,3.4,"APR Consulting Inc
3.4","Temple Terrace, FL",501 to 1000 Employees,1980,Unknown,Staffing & Outsourcing,Business Services,$50 to $100 million (USD)
Data Scientist Fleet Operations,$79K - $85K (Glassdoor est.),3.1,"Hertz
3.1","Estero, FL",10000+ Employees,1918,Company - Public,Car Rental,Travel & Tourism,$5 to $10 billion (USD)
Senior Fulfillment and Customer Promise Data Scientist ,$89K - $158K (Glassdoor est.),3.3,"Chewy
3.3","Fort Lauderdale, FL",10000+ Employees,2011,Company - Public,Pet & Pet Supplies Stores,Retail,$2 to $5 billion (USD)
Data Engineer,-1,4.2,"4 Corner Resources
4.2","Orlando, FL",201 to 500 Employees,2005,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
Data Analyst,$49K - $101K (Glassdoor est.),4.0,"JPMorgan Chase Bank, N.A.
4.0","Tampa, FL",10000+ Employees,1799,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD)
Senior Scientist,$71K - $142K (Glassdoor est.),5.0,"Quantum Improvements Consulting
5.0","Orlando, FL",1 to 50 Employees,2014,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable
IT Business Data Analyst,$47K - $105K (Glassdoor est.),4.0,"Blythe Construction Inc
4.0","Winter Park, FL",201 to 500 Employees,Unknown,$100 to $500 million (USD),-1,-1,-1
Part-Time Data Analyst - Power BI,-1,3.5,"Kelly
3.5","Miami, FL",5001 to 10000 Employees,1946,Company - Public,Staffing & Outsourcing,Business Services,$5 to $10 billion (USD)
Senior Data Architect - Jacksonville Beach Florida,$85K - $156K (Glassdoor est.),3.5,"PenFed Credit Union
3.5","Jacksonville, FL",1001 to 5000 Employees,1935,Nonprofit Organization,Banks & Credit Unions,Finance,Unknown / Non-Applicable
Research Scientist,$55K - $118K (Glassdoor est.),-1,Loss Prevention Research Council,"Gainesville, FL",-1,-1,-1,-1,-1,-1
Data Analyst,$46K - $59K (Glassdoor est.),4.7,"AirFind
4.7","Miami, FL",1 to 50 Employees,Company - Private,Less than $1 million (USD),-1,-1,-1
Senior Data Scientist,$84K - $134K (Glassdoor est.),4.0,"Verizon
4.0","Temple Terrace, FL",10000+ Employees,2000,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD)
Data Engineer/Scientist,$57K - $97K (Glassdoor est.),4.3,"VES LLC
4.3","Tampa, FL",1 to 50 Employees,2014,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
Data Science Intern,-1,4.3,"PlanSource
4.3","Orlando, FL",501 to 1000 Employees,2008,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
Machine Learning Engineer,$65K - $141K (Glassdoor est.),3.0,"Telesis
3.0","Tampa, FL",201 to 500 Employees,1998,Company - Private,IT Services,Information Technology,$25 to $50 million (USD)
Business Data Analyst,$45K - $98K (Glassdoor est.),-1,RYVAN Recruiting,"West Palm Beach, FL",-1,-1,-1,-1,-1,-1
Data Science Intern,-1,3.7,"Fashom
3.7","Miami, FL",1 to 50 Employees,Company - Private,Unknown / Non-Applicable,-1,-1,-1
"Data Scientist, part-time",$39K - $71K (Glassdoor est.),3.5,"Ascension
3.5","Jacksonville, FL",10000+ Employees,1999,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD)
"Sr Analyst, Data Scientist Business Intelligence (1 of 2 Openings)",$78K - $127K (Glassdoor est.),4.2,"Johnson & Johnson Family of Companies
4.2","Jacksonville, FL",10000+ Employees,1887,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD)
Quantitative Analyst,$62K - $119K (Glassdoor est.),3.8,"NextEra Energy
3.8","Juno Beach, FL",10000+ Employees,Company - Public,Utilities,"Oil, Gas, Energy & Utilities",$10+ billion (USD),-1
Sr. Data Scientist - TS/SCI,$86K - $141K (Glassdoor est.),4.4,"Coverent
4.4","Tampa, FL",51 to 200 Employees,2008,Company - Private,Consulting,Business Services,$25 to $50 million (USD)
Senior Data Scientist,$73K - $149K (Glassdoor est.),5.0,"XO
5.0","Fort Lauderdale, FL",Unknown,Company - Private,Unknown / Non-Applicable,-1,-1,-1
Data Analyst,-1,4.0,"Insight Global
4.0","Miami, FL",1001 to 5000 Employees,2001,Company - Private,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD)
Senior Operations Research Data Scientist,$86K - $141K (Glassdoor est.),4.4,"Coverent
4.4","Tampa, FL",51 to 200 Employees,2008,Company - Private,Consulting,Business Services,$25 to $50 million (USD)
Senior GIS Data Scientist,$86K - $141K (Glassdoor est.),4.4,"Coverent
4.4","Tampa, FL",51 to 200 Employees,2008,Company - Private,Consulting,Business Services,$25 to $50 million (USD)
SENIOR DATA SCIENTIST,$69K - $133K (Glassdoor est.),3.7,"Foot Locker
3.7","Saint Petersburg, FL",10000+ Employees,1974,Company - Public,"Department, Clothing, & Shoe Stores",Retail,$5 to $10 billion (USD)
Data Analyst - Provider Network,$50K - $108K (Glassdoor est.),4.0,"Avalon Healthcare Solutions
4.0","Tampa, FL",51 to 200 Employees,2013,Company - Private,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD)
Senior Data Scientist - Researcher,$59K - $99K (Glassdoor est.),3.7,"Nielsen
3.7","Oldsmar, FL",10000+ Employees,1923,Company - Public,Enterprise Software & Network Solutions,Information Technology,$5 to $10 billion (USD)
Data Analyst,$46K - $99K (Glassdoor est.),3.4,"North Highland
3.4","Tampa, FL",1001 to 5000 Employees,1992,Company - Private,Consulting,Business Services,$100 to $500 million (USD)
"Data Scientist, Intelligent Solutions",$64K - $120K (Glassdoor est.),3.7,"Mitsubishi Power Americas, Inc.
3.7","Orlando, FL",Unknown,Company - Private,Unknown / Non-Applicable,-1,-1,-1
Data Science/Machine Learning Engineer / Orlando,$61K - $114K (Glassdoor est.),4.1,"LOCKHEED MARTIN CORPORATION
4.1","Orlando, FL",10000+ Employees,1995,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD)
Principal Data Scientist - ProServe,-1,3.8,"Amazon Web Services, Inc.
3.8",Florida,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD)
Data Analyst,$50K - $81K (Glassdoor est.),3.9,"360insights
3.9","Miami, FL",501 to 1000 Employees,2008,Company - Private,Enterprise Software & Network Solutions,Information Technology,$50 to $100 million (USD)
IRS Pathways Recent Graduate Program (Social Scientist),$48K - $99K (Glassdoor est.),3.7,"Internal Revenue Service
3.7","Plantation, FL",10000+ Employees,1862,Government,Federal Agencies,Government,Unknown / Non-Applicable
Marketing Data Analyst,$40K - $76K (Glassdoor est.),4.6,"Brown Parker & DeMarinis Advertising
4.6","Boca Raton, FL",1 to 50 Employees,2002,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable
Curriculum Engineer for Data Science & Analytics,-1,4.1,"HackerU
4.1",Florida,51 to 200 Employees,2017,Company - Private,Education Training Services,Education,Unknown / Non-Applicable
Data Scientist Mid/Senior,$74K - $132K (Glassdoor est.),5.0,"Longeviti, LLC
5.0","Tampa, FL",51 to 200 Employees,Company - Private,Unknown / Non-Applicable,-1,-1,-1
Lead Data Scientist,-1,3.6,"Circle
3.6",Florida,51 to 200 Employees,2013,Company - Private,Financial Transaction Processing,Finance,Unknown / Non-Applicable
Data Science/Machine Learning Instructor,-1,-1,Strata.ai,"Miami, FL",-1,-1,-1,-1,-1,-1
Data Engineer,$61K - $119K (Glassdoor est.),4.0,"Raymond James Financial
4.0","Saint Petersburg, FL",10000+ Employees,1962,Company - Public,Brokerage Services,Finance,$5 to $10 billion (USD)
Data Science Intern (June 2021- May 2022),-1,4.1,"Bristol Myers Squibb
4.1","Tampa, FL",-1,-1,-1,-1,-1,-1
Business Data Analyst,$78K - $97K (Glassdoor est.),4.3,"MATRIX Resources
4.3","Miami, FL",201 to 500 Employees,1983,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
Data Analyst,$44K - $86K (Glassdoor est.),4.3,"Cornershop by Uber
4.3","Miami, FL",1001 to 5000 Employees,2015,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
Data Analyst / Driver Messenger Supporting the USMS,$46K - $48K (Glassdoor est.),3.5,"FSA Federal
3.5","Miami, FL",1001 to 5000 Employees,2004,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD)
Data Analyst,$51K - $59K (Glassdoor est.),3.0,"Naglreiter MDDO
3.0","Miramar, FL",51 to 200 Employees,Company - Public,Unknown / Non-Applicable,-1,-1,-1
"Data Steward, Modeler, Analyst, Scientist, etc.",$37K - $75K (Glassdoor est.),4.3,"MATRIX Resources
4.3","Tampa, FL",201 to 500 Employees,1983,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
Data Analyst,-1,3.7,"Robert Half
3.7","Bradenton, FL",10000+ Employees,1948,Company - Public,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD)
Solar Data Analyst,$31K - $44K (Glassdoor est.),4.4,"Momentum Solar
4.4","Tampa, FL",501 to 1000 Employees,2009,Company - Private,Energy,"Oil, Gas, Energy & Utilities",Unknown / Non-Applicable
Data Engineer,$49K - $98K (Glassdoor est.),3.7,"IZEA
3.7","Orlando, FL",51 to 200 Employees,2006,Company - Public,Advertising & Marketing,Business Services,$25 to $50 million (USD)
"VP, Data Scientist for DCW-FLL/TPA-C13 (R2176197)",$98K - $192K (Glassdoor est.),3.9,"Citi
3.9","Fort Lauderdale, FL",10000+ Employees,1812,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD)
AI/Machine Learning Engineer,-1,4.1,"LOCKHEED MARTIN CORPORATION
4.1","Orlando, FL",10000+ Employees,1995,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD)
Sr. Data Scientist,$74K - $125K (Glassdoor est.),4.0,"VMD Corp
4.0","Tampa, FL",501 to 1000 Employees,2002,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
Senior Data Scientist - ProServe,$84K - $151K (Glassdoor est.),3.8,"Amazon Web Services, Inc.
3.8","Lakeland, FL",10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD)
Instructor of Data Science/Data Analytics,$55K - $98K (Glassdoor est.),4.1,"Florida Atlantic University
4.1","Jupiter, FL",1001 to 5000 Employees,1960,College / University,Colleges & Universities,Education,$100 to $500 million (USD)
Distinguished Data Scientist,$72K - $129K (Glassdoor est.),4.0,"Verizon
4.0","Temple Terrace, FL",10000+ Employees,2000,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD)
Data Analyst,-1,-1,"Healthy Start MomCare Network, Inc.","Tallahassee, FL",-1,-1,-1,-1,-1,-1
Data Analyst,-1,4.5,"Advanced Bio-Logic Solutions Corp
4.5","Tampa, FL",1 to 50 Employees,Company - Private,Less than $1 million (USD),-1,-1,-1
Senior Data Scientist - Nationwide Opportunities,-1,3.8,"Amazon Web Services, Inc.
3.8",Florida,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD)
Data Engineer,$56K - $111K (Glassdoor est.),4.2,"ReliaQuest, LLC.
4.2","Tampa, FL",501 to 1000 Employees,2007,Company - Private,IT Services,Information Technology,$100 to $500 million (USD)
Data Analyst,$44K - $92K (Glassdoor est.),3.8,"JPMorgan Chase Bank, N.A.
3.8","Tampa, FL",10000+ Employees,1799,Subsidiary or Business Segment,Banks & Credit Unions,Finance,$10+ billion (USD)
Data Science Client Partner - Remote,$63K - $101K (Glassdoor est.),3.7,"Nielsen
3.7","Oldsmar, FL",10000+ Employees,1923,Company - Public,Enterprise Software & Network Solutions,Information Technology,$5 to $10 billion (USD)
"Data Analyst, Technology",$45K - $84K (Glassdoor est.),4.0,"Raymond James Financial
4.0","Saint Petersburg, FL",10000+ Employees,1962,Company - Public,Brokerage Services,Finance,$5 to $10 billion (USD)
Strategic Data Analyst,-1,2.2,"RSR Group
2.2","Winter Park, FL",201 to 500 Employees,1977,Company - Private,Wholesale,Business Services,Unknown / Non-Applicable
Data Analyst (Logistics),$38K - $81K (Glassdoor est.),-1,Jeunesse,"Lake Mary, FL",-1,-1,-1,-1,-1,-1
Operations Research Analyst/ Data Scientist (OR/SA) Journeyman,-1,3.8,"Prescient Edge Federal
3.8","Tampa, FL",51 to 200 Employees,2008,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable
Data Analyst,$45K - $88K (Glassdoor est.),4.0,"RSM US LLP
4.0","Orlando, FL",10000+ Employees,1964,Private Practice / Firm,Accounting,Accounting & Legal,$5 to $10 billion (USD)
"Senior Associate, Federal Data Scientist",$75K - $141K (Glassdoor est.),3.9,"KPMG
3.9","Tallahassee, FL",10000+ Employees,1987,Company - Private,Consulting,Business Services,$1 to $2 billion (USD)
Sr Data Scientist - Inference and Analytics,-1,4.8,"Collage.com
4.8",Florida,51 to 200 Employees,2011,Company - Private,Internet,Information Technology,$50 to $100 million (USD)
"VP, Data Scientist for DCW-FLL/TPA-C13",-1,3.9,"Citibank
3.9","Fort Lauderdale, FL",1001 to 5000 Employees,Company - Private,Lending,Finance,Unknown / Non-Applicable,-1
Sr. Data Scientist,$71K - $115K (Glassdoor est.),3.7,"Nielsen
3.7","Oldsmar, FL",10000+ Employees,1923,Company - Public,Enterprise Software & Network Solutions,Information Technology,$5 to $10 billion (USD)
Senior Healthcare Data Analyst,-1,4.0,"Kforce
4.0","Doral, FL",10000+ Employees,1966,Company - Public,IT Services,Information Technology,$1 to $2 billion (USD)
DATA ANALYST,-1,3.5,"Kelly
3.5","Tampa, FL",5001 to 10000 Employees,1946,Company - Public,Staffing & Outsourcing,Business Services,$5 to $10 billion (USD)
Principal Data Scientist,$84K - $146K (Glassdoor est.),4.0,"Verizon
4.0","Temple Terrace, FL",10000+ Employees,2000,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD)
EDI Data Analyst,$41K - $80K (Glassdoor est.),4.0,"Avalon Healthcare Solutions
4.0","Tampa, FL",51 to 200 Employees,2013,Company - Private,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD)
Data Analyst,$37K - $69K (Glassdoor est.),4.0,"AACSB International
4.0","Tampa, FL",51 to 200 Employees,1916,Nonprofit Organization,Membership Organizations,Business Services,$10 to $25 million (USD)
"Associate, Rotational Development– Data Science Track Corp Strategy",$56K - $108K (Glassdoor est.),3.9,"Crowley
3.9","Jacksonville, FL",5001 to 10000 Employees,1892,Company - Private,Shipping,Transportation & Logistics,$1 to $2 billion (USD)
"Sr. Data Scientist , Marketing",$50K - $122K (Glassdoor est.),3.2,"ADT Security Services
3.2","Boca Raton, FL",10000+ Employees,1874,Company - Public,Security Services,Business Services,$2 to $5 billion (USD)
Data Engineer II,$65K - $113K (Glassdoor est.),3.9,"AdventHealth
3.9","Orlando, FL",1001 to 5000 Employees,1973,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10+ billion (USD)
R&D Data Science Intern,-1,3.6,"Beckman Coulter Life Sciences
3.6","Miami, FL",10000+ Employees,1935,Subsidiary or Business Segment,Health Care Products Manufacturing,Manufacturing,$2 to $5 billion (USD)
"VP, Data Scientist for DCW-FLL/TPA-C13",-1,3.9,"Citi
3.9","Fort Lauderdale, FL",10000+ Employees,1812,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD)
Business Intelligence Analyst,$51K - $101K (Glassdoor est.),3.8,"Centennial Bank
3.8","Lake Mary, FL",501 to 1000 Employees,1999,Subsidiary or Business Segment,Banks & Credit Unions,Finance,$100 to $500 million (USD)
Data Science QA,$55K - $113K (Glassdoor est.),-1,CapB InfoteK,"Miami, FL",-1,-1,-1,-1,-1,-1
"Data Scientist Lead Analyst, VP (Tampa, FL)",$160K - $236K (Glassdoor est.),3.9,"Citibank
3.9","Tampa, FL",1001 to 5000 Employees,Company - Private,Lending,Finance,Unknown / Non-Applicable,-1
Lead Data Scientist,$68K - $112K (Glassdoor est.),3.3,"Auto Club Group
3.3","Tampa, FL",10000+ Employees,1902,Company - Private,Insurance Agencies & Brokerages,Insurance,$2 to $5 billion (USD)
Data Analyst Equities,$49K - $98K (Glassdoor est.),4.3,"MATRIX Resources
4.3","Tampa, FL",201 to 500 Employees,1983,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
Junior Data Analyst,$42K - $82K (Glassdoor est.),-1,AC A&F,"Clearwater, FL",-1,-1,-1,-1,-1,-1
Data Analyst,-1,4.3,"Beacon Hill Staffing Group
4.3","Brooksville, FL",501 to 1000 Employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$500 million to $1 billion (USD)
Data Architect,$93K - $121K (Glassdoor est.),4.3,"LSQ
4.3","Orlando, FL",51 to 200 Employees,1996,Company - Private,Lending,Finance,Unknown / Non-Applicable
Data Analyst,$35K - $66K (Glassdoor est.),3.0,"Rocky Mountain College of Art + Design
3.0","Orlando, FL",201 to 500 Employees,1963,College / University,Colleges & Universities,Education,$10 to $25 million (USD)
Data Analyst,$36K - $75K (Glassdoor est.),4.0,"Southeastern University
4.0","Lakeland, FL",201 to 500 Employees,College / University,Colleges & Universities,Education,$50 to $100 million (USD),-1
Data Engineer,$55K - $110K (Glassdoor est.),-1,Bravado Health,"Tampa, FL",-1,-1,-1,-1,-1,-1
Research Data Analyst,$48K - $74K (Glassdoor est.),4.2,"JACKSON HEALTH SYSTEM
4.2","Miami, FL",10000+ Employees,Company - Private,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1
Data Science Intern,-1,3.4,"THE ENERGY AUTHORITY
3.4","Jacksonville, FL",51 to 200 Employees,1997,Nonprofit Organization,Energy,"Oil, Gas, Energy & Utilities",$25 to $50 million (USD)
Lead Data Scientist,-1,3.8,"CAE Inc.
3.8","Orlando, FL",10000+ Employees,1947,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD)
"Associate, Rotational Development– Data Science Track BI &A",$56K - $108K (Glassdoor est.),3.9,"Crowley
3.9","Jacksonville, FL",5001 to 10000 Employees,1892,Company - Private,Shipping,Transportation & Logistics,$1 to $2 billion (USD)
"Principal Data Scientist, ProServe",$91K - $176K (Glassdoor est.),3.8,"Amazon Web Services, Inc.
3.8","Lakeland, FL",10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD)
"Associate, Rotational Development– Data Science Track PMO",$56K - $108K (Glassdoor est.),3.9,"Crowley
3.9","Jacksonville, FL",5001 to 10000 Employees,1892,Company - Private,Shipping,Transportation & Logistics,$1 to $2 billion (USD)
Polymer Scientist,-1,-1,TSE Industries Inc,"Clearwater, FL",-1,-1,-1,-1,-1,-1
Data Analyst,$35K - $64K (Glassdoor est.),4.1,"Elutions
4.1","Tampa, FL",1 to 50 Employees,1994,Company - Private,Computer Hardware & Software,Information Technology,$1 to $5 million (USD)
Senior Strategy & Data Analyst,$61K - $119K (Glassdoor est.),4.0,"Bungalow
4.0","Miami, FL",51 to 200 Employees,2017,Company - Private,Real Estate,Real Estate,$100 to $500 million (USD)
Data Analyst,$39K - $73K (Glassdoor est.),3.5,"Brown & Brown Insurance
3.5","Daytona Beach, FL",5001 to 10000 Employees,1939,Company - Public,Insurance Agencies & Brokerages,Insurance,$1 to $2 billion (USD)
Healthcare Data Analyst,$33K - $68K (Glassdoor est.),3.1,"Community Health Centers
3.1","Winter Garden, FL",501 to 1000 Employees,1973,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$25 to $50 million (USD)
Data Analyst,$31K - $56K (Glassdoor est.),3.7,"Perez Art Museum Miami
3.7","Miami, FL",51 to 200 Employees,Company - Public,Unknown / Non-Applicable,-1,-1,-1
Data Analyst Intern,-1,-1,KSG Solutions,"Tampa, FL",-1,-1,-1,-1,-1,-1
Global Risk Review Banking Book Data Analyst,$41K - $74K (Glassdoor est.),3.9,"Citi
3.9","Tampa, FL",10000+ Employees,1812,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD)
Supply Chain Data Scientist Manager,$91K - $169K (Glassdoor est.),4.0,"Accenture
4.0","Tampa, FL",10000+ Employees,1989,Company - Public,Consulting,Business Services,$10+ billion (USD)
Basel Data Analyst,$44K - $93K (Glassdoor est.),1.5,"Pinnacle Group
1.5","Tampa, FL",51 to 200 Employees,1989,Company - Public,$25 to $50 million (USD),-1,-1
Data Analyst,$50K - $66K (Glassdoor est.),4.5,"Baldwin Risk Partners
4.5","Tampa, FL",501 to 1000 Employees,Company - Public,Insurance Agencies & Brokerages,Insurance,Unknown / Non-Applicable,-1
Special Operations Quantitative Analyst -- Lessons Learned,-1,4.8,"Lukos
4.8","Tampa, FL",51 to 200 Employees,Company - Private,Accounting,Accounting & Legal,$1 to $5 million (USD),-1
Provider Data Analyst,$35K - $67K (Glassdoor est.),2.9,"Health System One
2.9","Fort Lauderdale, FL",51 to 200 Employees,1995,Company - Private,Accounting,Accounting & Legal,Unknown / Non-Applicable
Data Analyst,$41K - $85K (Glassdoor est.),4.0,"Boca Raton Regional Hospital
4.0","Boca Raton, FL",5001 to 10000 Employees,1960,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD)
Data Analyst (Remote),$45K - $102K (Glassdoor est.),4.2,"Splunk
4.2","Miami, FL",5001 to 10000 Employees,2003,Company - Public,Enterprise Software & Network Solutions,Information Technology,$1 to $2 billion (USD)
Data Architect- SSIS experience (REMOTE) 192884,$65K - $130K (Glassdoor est.),-1,GDKN Corporation,"Jacksonville, FL",-1,-1,-1,-1,-1,-1
Data Analyst,$43K - $83K (Glassdoor est.),3.9,"Thompson Consulting Services
3.9","Maitland, FL",51 to 200 Employees,Company - Private,$10 to $25 million (USD),-1,-1,-1
Computer Scientist (Public Flyer Notice),$45K - $81K (Glassdoor est.),3.5,"U.S. Secret Service
3.5","Miami, FL",5001 to 10000 Employees,1865,Government,Federal Agencies,Government,Unknown / Non-Applicable
Data Analyst,$42K - $85K (Glassdoor est.),3.9,"REEF
3.9","Miami, FL",501 to 1000 Employees,Company - Private,Parking Lots & Garages,Transportation & Logistics,$50 to $100 million (USD),-1
Data Analyst,$40K - $76K (Glassdoor est.),3.9,"Baldwin Risk Partners
3.9","Tampa, FL",501 to 1000 Employees,2006,Company - Private,Insurance Agencies & Brokerages,Insurance,$50 to $100 million (USD)
Healthcare Data Analyst,$42K - $98K (Glassdoor est.),-1,Next Healthcare Solutions,"Trinity, FL",-1,-1,-1,-1,-1,-1
Data & ML Engineer - Nationwide Opportunities,$87K - $152K (Glassdoor est.),3.8,"Amazon Web Services, Inc.
3.8","Jacksonville, FL",10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD)
Data Analyst,$41K - $84K (Glassdoor est.),3.4,"CDR Maguire
3.4","Tallahassee, FL",51 to 200 Employees,Company - Private,Unknown / Non-Applicable,-1,-1,-1
RSCH DATA ANALYST I BIOINFORMATICS,$48K - $89K (Glassdoor est.),4.0,"H. Lee Moffitt Cancer Center
4.0","Tampa, FL",5001 to 10000 Employees,1986,Hospital,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable
"Lead Specialist, Federal Data Scientist",$77K - $148K (Glassdoor est.),3.9,"KPMG
3.9","Tallahassee, FL",10000+ Employees,1987,Company - Private,Consulting,Business Services,$1 to $2 billion (USD)
"Data Engineer, DevOps - Remote OK",$91K - $173K (Glassdoor est.),4.2,"Splunk
4.2","Miami, FL",5001 to 10000 Employees,2003,Company - Public,Enterprise Software & Network Solutions,Information Technology,$1 to $2 billion (USD)
Paid Internship and Entry Level Data Analyst and Visualization (STEM),$36K - $69K (Glassdoor est.),4.0,"CCS Global Tech
4.0","Orlando, FL",501 to 1000 Employees,1997,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable
Quantitative Analyst,$58K - $109K (Glassdoor est.),3.9,"Franklin Templeton Investments
3.9","Fort Lauderdale, FL",5001 to 10000 Employees,1947,Company - Public,Investment Banking & Asset Management,Finance,$5 to $10 billion (USD)
Data Analyst,$44K - $100K (Glassdoor est.),3.6,"Integrass
3.6","Lake Mary, FL",1 to 50 Employees,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
Data Analyst,$44K - $96K (Glassdoor est.),3.7,"Prosegur
3.7","Deerfield Beach, FL",10000+ Employees,1976,Company - Public,Security Services,Business Services,$2 to $5 billion (USD)
Data Analyst,$37K - $86K (Glassdoor est.),3.7,"DynCorp International LLC.
3.7","Pensacola, FL",10000+ Employees,1946,Company - Private,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD)
Plant Transformation Discovery Scientist,-1,5.0,"Plastomics Inc.
5.0",Florida,Unknown,Company - Private,Unknown / Non-Applicable,-1,-1,-1
Marketing Data Analyst,$31K - $55K (Glassdoor est.),3.6,"Norwegian Cruise Line Holdings Ltd
3.6","Miami, FL",10000+ Employees,1966,Company - Public,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD)
Data Analyst,$43K - $88K (Glassdoor est.),3.3,"Morgan & Morgan
3.3","Orlando, FL",1001 to 5000 Employees,1983,Private Practice / Firm,Legal,Accounting & Legal,$500 million to $1 billion (USD)
"Data Scientist Lead Analyst, VP (Tampa, FL)",$129K - $208K (Glassdoor est.),3.9,"Citi
3.9","Tampa, FL",10000+ Employees,1812,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD)
"Senior Educator, Data Science & Analytics",-1,4.1,"HackerU
4.1",Florida,51 to 200 Employees,2017,Company - Private,Education Training Services,Education,Unknown / Non-Applicable
Data Analyst,$51K - $77K (Glassdoor est.),3.2,"DZS INC
3.2","Seminole, FL",501 to 1000 Employees,2016,Company - Public,Telecommunications Manufacturing,Telecommunications,Unknown / Non-Applicable
Associate Data Engineer,$60K - $107K (Glassdoor est.),4.0,"Amgen
4.0","Tampa, FL",10000+ Employees,1980,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD)
Data Analyst,$45K - $89K (Glassdoor est.),3.2,"Dart Container
3.2","Fort Lauderdale, FL",5001 to 10000 Employees,1937,Company - Private,Industrial Manufacturing,Manufacturing,$2 to $5 billion (USD)
Logistics Data Analyst,-1,5.0,"CertiTemp
5.0","Winter Haven, FL",Unknown,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1
Tableau / Data Engineer,-1,4.5,"TekPartners, A P2P Company
4.5","Boca Raton, FL",501 to 1000 Employees,2002,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$1 to $5 million (USD)
Principal Data Scientist,$85K - $154K (Glassdoor est.),3.7,"Imprivata
3.7","Clearwater, FL",201 to 500 Employees,2002,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
"Data Analyst, Corporate Responsibility",$56K - $93K (Glassdoor est.),4.2,"Regency Centers
4.2","Jacksonville, FL",201 to 500 Employees,1993,Company - Public,Real Estate,Real Estate,$500 million to $1 billion (USD)
