Job Title,Salary Estimate,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
Data Scientist,$83K - $170K (Glassdoor est.),4.0,"Array Information Technology, Inc.
4.0","Fairfax, VA",201 to 500 Employees,1997,Company - Private,Consulting,Business Services,$50 to $100 million (USD)
Data Engineer,$56K - $111K (Glassdoor est.),3.7,"America First Credit Union
3.7","Ogden, UT",1001 to 5000 Employees,1939,Nonprofit Organization,Investment Banking & Asset Management,Finance,$100 to $500 million (USD)
"BI (Business Intelligence) Analyst - Boise, ID",$43K - $81K (Glassdoor est.),3.2,"Western Power Sports
3.2","Boise, ID",51 to 200 Employees,Company - Private,Other Retail Stores,Retail,Unknown / Non-Applicable,-1
Data Engineer,$63K - $128K (Glassdoor est.),-1,Apgar Consulting,"Austin, TX",-1,-1,-1,-1,-1,-1
Data Scientist,$91K - $175K (Glassdoor est.),3.9,"Leidos
3.9","Columbia, MD",10000+ Employees,1969,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD)
Sr. Data Science Architect,$103K - $179K (Glassdoor est.),2.6,"Agilon Health
2.6","Boston, MA",201 to 500 Employees,2016,Company - Public,Unknown / Non-Applicable,-1,-1
Staff Data Scientist,$81K - $139K (Glassdoor est.),3.5,"Freedom Financial Network
3.5","Tempe, AZ",1001 to 5000 Employees,2002,Company - Private,Lending,Finance,$500 million to $1 billion (USD)
Sourcing Data Analyst VPC,$27K - $49K (Glassdoor est.),3.8,"The Visual Pak Companies
3.8","Waukegan, IL",501 to 1000 Employees,1982,Company - Private,Industrial Manufacturing,Manufacturing,$25 to $50 million (USD)
Data Scientist,$80K - $151K (Glassdoor est.),-1,Leidos,"Washington, DC",-1,-1,-1,-1,-1,-1
Staff Data Scientist,$96K - $170K (Glassdoor est.),3.5,"Alteryx, Inc.
3.5","Boston, MA",1001 to 5000 Employees,1997,Company - Public,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD)
Sr. Big Data Engineer,$82K - $141K (Glassdoor est.),3.5,"GEICO
3.5","Chevy Chase, MD",10000+ Employees,1936,Subsidiary or Business Segment,Insurance Carriers,Insurance,$10+ billion (USD)
Data Scientist,$65K - $107K (Glassdoor est.),3.8,"Unum
3.8","Portland, ME",5001 to 10000 Employees,1848,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD)
Performance Improvement Data Analyst,$47K - $86K (Glassdoor est.),3.3,"RML Specialty Hospital
3.3","Chicago, IL",501 to 1000 Employees,1987,Hospital,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD)
Analytical Scientist,$56K - $100K (Glassdoor est.),3.5,"Catalent Pharma Solutions
3.5","Winchester, KY",10000+ Employees,2007,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD)
Senior Bioinformatics Scientist,$59K - $118K (Glassdoor est.),3.8,"Inova Health System
3.8","Falls Church, VA",10000+ Employees,1956,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10 to $25 million (USD)
Data Scientist,$85K - $145K (Glassdoor est.),2.6,"Care Advisors Inc
2.6","Chicago, IL",1 to 50 Employees,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
Supply Chain Data Analyst,$65K - $79K (Employer est.),3.6,"Uline
3.6","Pleasant Prairie, WI",5001 to 10000 Employees,1980,Company - Private,Industrial Manufacturing,Manufacturing,Unknown / Non-Applicable
LEAD DATA SCIENTIST,$81K - $160K (Glassdoor est.),3.7,"Presbyterian Healthcare Services
3.7","Albuquerque, NM",10000+ Employees,1908,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD)
Data Scientist,$63K - $121K (Glassdoor est.),3.6,"MCR, LLC.
3.6","Norfolk, VA",201 to 500 Employees,1977,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD)
Data Scientist,$78K - $139K (Glassdoor est.),3.4,"Tawa Service, Inc.
3.4","Buena Park, CA",1001 to 5000 Employees,1984,Company - Private,Grocery Stores & Supermarkets,Retail,Unknown / Non-Applicable
Contract Data Analyst,$55K - $96K (Glassdoor est.),4.1,"Amyx, Inc.
4.1","Arlington, VA",501 to 1000 Employees,1999,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
Staff Data Scientist,$118K - $193K (Glassdoor est.),4.0,"Metromile
4.0","San Francisco, CA",201 to 500 Employees,2011,Company - Public,Insurance Carriers,Insurance,Unknown / Non-Applicable
Data Visualization Scientist,$62K - $118K (Glassdoor est.),4.7,"Johns Hopkins Applied Physics Laboratory (APL)
4.7","Laurel, MD",5001 to 10000 Employees,1942,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD)
Experienced Data Engineer,$71K - $122K (Glassdoor est.),3.8,"Liberty Mutual Insurance
3.8","Dover, NH",10000+ Employees,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD)
Catalog Data Analyst,$46K - $88K (Glassdoor est.),3.4,"McCoy's Building Supply
3.4","San Marcos, TX",1001 to 5000 Employees,1927,Company - Private,Home Centers & Hardware Stores,Retail,$500 million to $1 billion (USD)
Financial Data Analyst,$65K - $79K (Employer est.),3.6,"Uline
3.6","Pleasant Prairie, WI",5001 to 10000 Employees,1980,Company - Private,Industrial Manufacturing,Manufacturing,Unknown / Non-Applicable
Product Development Scientist,$61K - $84K (Glassdoor est.),-1,Zentis North America,"Plymouth, IN",-1,-1,-1,-1,-1,-1
Data Scientist,$65K - $120K (Glassdoor est.),3.9,"Herdt Consulting Inc
3.9","Norfolk, VA",51 to 200 Employees,Company - Private,Consulting,Business Services,$10 to $25 million (USD),-1
Clinical Laboratory Senior Scientist - Tatitlek Federal Services,$65K - $146K (Glassdoor est.),3.3,"The Tatitlek Corporation
3.3","Tripler Army Medical Center, HI",501 to 1000 Employees,Company - Public,Municipal Governments,Government,$100 to $500 million (USD),-1
"Data Engineer – Fairfax, VA",$73K - $141K (Glassdoor est.),3.4,"Vibrent Health
3.4","Fairfax, VA",51 to 200 Employees,2008,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
AI/ML Data Engineer,$69K - $112K (Glassdoor est.),4.9,"MORSE Corp
4.9","Cambridge, MA",51 to 200 Employees,2014,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable
Principle Investigator/Senior Scientist/Study Director,$85K - $193K (Glassdoor est.),-1,NBR,"Norton Shores, MI",-1,-1,-1,-1,-1,-1
Senior Data Scientist,$98K - $181K (Glassdoor est.),3.3,"RUE GILT GROUPE
3.3","Boston, MA",501 to 1000 Employees,Company - Private,"Department, Clothing, & Shoe Stores",Retail,Unknown / Non-Applicable,-1
Senior SQL Data Engineer / DBA,$79K - $142K (Glassdoor est.),-1,Stax by Fattmerchant,"Orlando, FL",-1,-1,-1,-1,-1,-1
Senior Data Scientist,$114K - $145K (Glassdoor est.),3.6,"Alliant Cooperative Data Solutions
3.6","Brewster, NY",1 to 50 Employees,2003,Company - Private,Advertising & Marketing,Business Services,$5 to $10 million (USD)
Sr Data Scientist - Advanced Conversational Techniques,-1,-1,Quiq Inc,Remote,-1,-1,-1,-1,-1,-1
"Virology scientist (Rochester, MN)",$54K - $105K (Glassdoor est.),-1,Imanis Life Sciences,"Saint Paul, MN",-1,-1,-1,-1,-1,-1
Machine Learning Engineer,-1,-1,Lucd,Remote,-1,-1,-1,-1,-1,-1
Data Scientist,$92K - $183K (Glassdoor est.),4.1,"Copper River Shared Services
4.1","Washington, DC",501 to 1000 Employees,2006,Company - Private,Federal Agencies,Government,$100 to $500 million (USD)
Data Scientist Principal,$65K - $130K (Glassdoor est.),4.0,"JLG Equipment Services Inc
4.0","Hagerstown, MD",1001 to 5000 Employees,1969,Subsidiary or Business Segment,Industrial Manufacturing,Manufacturing,$2 to $5 billion (USD)
Data Engineer,$79K - $157K (Glassdoor est.),3.2,"Visiting Nurse Association of Central Jersey
3.2","Holmdel, NJ",1001 to 5000 Employees,1912,Nonprofit Organization,Social Assistance,Non-Profit,$50 to $100 million (USD)
Data Analyst,$44K - $84K (Glassdoor est.),3.6,"National Salvage & Service Corporation
3.6","Bloomington, IN",201 to 500 Employees,1980,Company - Private,General Repair & Maintenance,"Construction, Repair & Maintenance",$100 to $500 million (USD)
Data Architect,$84K - $160K (Glassdoor est.),4.7,"Johns Hopkins Applied Physics Laboratory (APL)
4.7","Laurel, MD",5001 to 10000 Employees,1942,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD)
Senior Data Engineer,$70K - $129K (Glassdoor est.),4.6,"Novetta
4.6","Reston, VA",501 to 1000 Employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD)
Financial Data Analyst (South of Milwaukee),$65K - $79K (Employer est.),3.6,"Uline
3.6","Milwaukee, WI",5001 to 10000 Employees,1980,Company - Private,Industrial Manufacturing,Manufacturing,Unknown / Non-Applicable
Principal Data Scientist,$125K - $197K (Glassdoor est.),4.1,"CDW
4.1","Lincolnshire, IL",5001 to 10000 Employees,1984,Company - Public,IT Services,Information Technology,$10+ billion (USD)
Fleet Coordinator (Data Analyst),$42K - $79K (Glassdoor est.),3.8,"Valet Living
3.8","Tampa, FL",5001 to 10000 Employees,1995,Company - Private,Real Estate,Real Estate,Unknown / Non-Applicable
Technology Transfer Scientist,-1,-1,Lumos Diagnostics,"Carlsbad, CA",-1,-1,-1,-1,-1,-1
Senior Data Scientist,$93K - $168K (Glassdoor est.),3.9,"Leidos
3.9","Bethesda, MD",10000+ Employees,1969,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD)
"Sr. Scientist, Product Development",$85K - $160K (Glassdoor est.),3.8,"Personalis, Inc
3.8","Menlo Park, CA",201 to 500 Employees,2011,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD)
Data Scientist - GPS,$76K - $135K (Glassdoor est.),3.9,"Deloitte
3.9","Gilbert, AZ",10000+ Employees,1850,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD)
Data Scientist,-1,3.6,"Penske Truck Leasing and Logistics
3.6","Beachwood, OH",10000+ Employees,1969,Company - Private,Transportation Management,Transportation & Logistics,$5 to $10 billion (USD)
Artificial Intelligence/Machine Learning Engineer Associate,$69K - $143K (Glassdoor est.),3.8,"Mitre Corporation
3.8","McLean, VA",5001 to 10000 Employees,1958,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD)
"Associate Scientist, Process Development & Manufacturing",$53K - $98K (Glassdoor est.),2.2,"BioBridge Global
2.2","San Antonio, TX",501 to 1000 Employees,2013,Nonprofit Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD)
Senior Battery Scientist/Engineer,-1,3.6,"BrightVolt
3.6","Newberry, IN",51 to 200 Employees,Company - Private,$1 to $5 million (USD),-1,-1,-1
Data Scientist,$61K - $102K (Glassdoor est.),3.3,"Cyient
3.3","Phoenix, AZ",10000+ Employees,1991,Company - Public,IT Services,Information Technology,$500 million to $1 billion (USD)
Manufacturing Scientist,$71K - $115K (Glassdoor est.),-1,Lumos Diagnostics,"Carlsbad, CA",-1,-1,-1,-1,-1,-1
Data Analyst,$50K - $107K (Glassdoor est.),-1,Alter Management LLC,"Dana Point, CA",-1,-1,-1,-1,-1,-1
"Senior Scientist, Production",$55K - $103K (Glassdoor est.),-1,"Jackson ImmunoResearch Laboratories, Inc","West Grove, PA",-1,-1,-1,-1,-1,-1
Data Engineer/Scientist TS/SCI w/POLY,$95K - $120K (Glassdoor est.),-1,AUGR LLC,"Tysons Corner, VA",-1,-1,-1,-1,-1,-1
Data Scientist Manager,$92K - $180K (Glassdoor est.),3.9,"Deloitte
3.9","Arlington, VA",10000+ Employees,1850,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD)
Supply Chain Data Analyst (South of Milwaukee),$65K - $79K (Employer est.),3.6,"Uline
3.6","Milwaukee, WI",5001 to 10000 Employees,1980,Company - Private,Industrial Manufacturing,Manufacturing,Unknown / Non-Applicable
Bioinformatician / Data Scientist,-1,3.8,"Akoya Biosciences
3.8",Remote,51 to 200 Employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1
Research Scientist and Project Manager,-1,-1,Nature Source Improved Plants,"Ithaca, NY",-1,-1,-1,-1,-1,-1
Data Analyst,$40K - $79K (Glassdoor est.),3.4,"Alaska Heart and Vascular Institute
3.4","Anchorage, AK",51 to 200 Employees,Company - Private,$10 to $25 million (USD),-1,-1,-1
Data Analyst,$44K - $79K (Glassdoor est.),4.1,"MMM Holdings
4.1","Orlando, FL",1001 to 5000 Employees,Company - Private,Insurance Carriers,Insurance,Unknown / Non-Applicable,-1
Data Engineer,$69K - $124K (Glassdoor est.),3.9,"General Dynamics Mission Systems, Inc
3.9","Chantilly, VA",10000+ Employees,1952,Subsidiary or Business Segment,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD)
Data Scientist Senior Manager,$98K - $183K (Glassdoor est.),3.9,"Deloitte
3.9","Gilbert, AZ",10000+ Employees,1850,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD)
"Development Scientist, Next Generation Sequencing",$55K - $98K (Glassdoor est.),4.9,"New England Biolabs, Inc.
4.9","Ipswich, MA",201 to 500 Employees,1974,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable
Biomedical Data Scientist,$65K - $129K (Glassdoor est.),3.9,"Leidos
3.9","Frederick, MD",10000+ Employees,1969,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD)
CLINICAL LABORATORY SCIENTIST,$22 - $35 Per Hour(Glassdoor est.),3.8,"White Plains Hospital
3.8","White Plains, NY",1001 to 5000 Employees,1893,Hospital,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD)
Research Scientist I - Essentia,$50K - $113K (Glassdoor est.),2.8,"The Lauridsen Group
2.8","Ankeny, IA",501 to 1000 Employees,1969,Company - Public,Miscellaneous Manufacturing,Manufacturing,Unknown / Non-Applicable
Data Engineer,$65K - $123K (Glassdoor est.),3.6,"AmerisourceBergen
3.6","Boise, ID",10000+ Employees,2001,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD)
Data Analyst,$37K - $78K (Glassdoor est.),3.7,"Crown Equipment Corporation
3.7","New Bremen, OH",10000+ Employees,1945,Company - Private,Industrial Manufacturing,Manufacturing,$2 to $5 billion (USD)
Analytical Scientist,$48K - $86K (Glassdoor est.),-1,Flamma USA,"Malvern, PA",-1,-1,-1,-1,-1,-1
Water/Wastewater Modeling Engineer,$36K - $75K (Glassdoor est.),-1,WILSON ENGINEERS,"Tempe, AZ",-1,-1,-1,-1,-1,-1
Treasury Data Analyst,$46K - $80K (Glassdoor est.),3.1,"BankUnited
3.1","Miami Lakes, FL",1001 to 5000 Employees,2009,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD)
Principal Scientist,$76K - $155K (Glassdoor est.),3.7,"IsoPlexis
3.7","Branford, CT",1 to 50 Employees,Company - Private,Less than $1 million (USD),-1,-1,-1
Staff Geologist / Scientist / Engineer,$60K - $124K (Glassdoor est.),-1,"Edd Clark & Associates, Inc.","Rohnert Park, CA",-1,-1,-1,-1,-1,-1
Postdoctoral Research Scientist -- Preclinical Vaccine Discovery,$71K - $137K (Glassdoor est.),-1,"Codagenix, Inc.","Farmingdale, NY",-1,-1,-1,-1,-1,-1
Medical Lab Scientist/Phlebotomist I,$52K - $82K (Glassdoor est.),3.4,"Sonora Quest Laboratories
3.4","Susanville, CA",1001 to 5000 Employees,1997,Company - Private,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD)
Associate Analytical Scientist,$52K - $90K (Glassdoor est.),3.5,"Catalent Pharma Solutions
3.5","Winchester, KY",10000+ Employees,2007,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD)
Data Scientist (Financial Transactions),$75K - $121K (Glassdoor est.),3.9,"Jack Henry and Associates, Inc.
3.9","Braintree, MA",5001 to 10000 Employees,1976,Company - Public,Banks & Credit Unions,Finance,$1 to $2 billion (USD)
Senior Data Scientist,$85K - $157K (Glassdoor est.),3.9,"Deloitte
3.9","Costa Mesa, CA",10000+ Employees,1850,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD)
"NGS Scientist, Library Prep",$108K - $197K (Glassdoor est.),4.2,"Stealth Mode Startup
4.2","Newark, CA",1 to 50 Employees,Unknown,Less than $1 million (USD),-1,-1,-1
Data Scientist - Defense & Intelligence,$69K - $120K (Glassdoor est.),4.3,"Elder Research Inc
4.3","Fort Meade, MD",51 to 200 Employees,1995,Company - Private,Consulting,Business Services,$10 to $25 million (USD)
Business Intelligence Analysts,$50K - $106K (Glassdoor est.),4.6,"Brasfield & Gorrie, LLC
4.6","Birmingham, AL",1001 to 5000 Employees,1964,Company - Private,Construction,"Construction, Repair & Maintenance",$2 to $5 billion (USD)
Research and Development Scientist - Food Industry,$65K - $135K (Glassdoor est.),-1,Viscofan Collagen USA Inc.,"Bridgewater, NJ",-1,-1,-1,-1,-1,-1
Senior Analytical Scientist,$60K - $106K (Glassdoor est.),3.5,"Catalent Pharma Solutions
3.5","Winchester, KY",10000+ Employees,2007,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD)
Clinical Research Molecular Scientist,$42K - $95K (Glassdoor est.),2.9,"1st American
2.9","Dayton, OH",201 to 500 Employees,2007,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
Senior Data Engineer,-1,-1,Rinchem Company Inc.,"Decatur, GA",-1,-1,-1,-1,-1,-1
Senior Data Scientist,$95K - $151K (Glassdoor est.),4.2,"Fidelity Investments
4.2","Boston, MA",10000+ Employees,1946,Company - Private,Investment Banking & Asset Management,Finance,$10+ billion (USD)
Business Analyst - Data Science,$48K - $87K (Glassdoor est.),3.7,"MedPro Group
3.7","Fort Wayne, IN",501 to 1000 Employees,1899,Subsidiary or Business Segment,Insurance Carriers,Insurance,$1 to $2 billion (USD)
"Purification Scientist, Downstream Protein Manufacturing",$59K - $108K (Glassdoor est.),4.9,"New England Biolabs, Inc.
4.9","Ipswich, MA",201 to 500 Employees,1974,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable
"Research Technician / Associate / Scientist - cell culture, biochemistry",-1,-1,MB Research Labs,"Spinnerstown, PA",-1,-1,-1,-1,-1,-1
Scientist II - Research and Development,$47K - $98K (Glassdoor est.),-1,"Rockland Immunochemicals, Inc.","Limerick, PA",-1,-1,-1,-1,-1,-1
Data Engineer,$61K - $113K (Glassdoor est.),4.2,"Brokers International, Ltd.
4.2","Urbandale, IA",51 to 200 Employees,1955,Company - Private,Investment Banking & Asset Management,Finance,$25 to $50 million (USD)
Data Scientist,$65K - $113K (Glassdoor est.),3.1,"Olympus Corporation of the Americas
3.1","Westborough, MA",10000+ Employees,1919,Company - Public,Health Care Products Manufacturing,Manufacturing,$10+ billion (USD)
Data Scientist,$74K - $126K (Glassdoor est.),3.5,"GEICO
3.5","Chevy Chase, MD",10000+ Employees,1936,Subsidiary or Business Segment,Insurance Carriers,Insurance,$10+ billion (USD)
"Scientist, Immuno-Oncology",$69K - $214K (Glassdoor est.),-1,TrueBinding,"Foster City, CA",-1,-1,-1,-1,-1,-1
Analytics & Insights Senior Manager - Walmart Data Analyst,$70K - $131K (Glassdoor est.),4.2,"Procter & Gamble
4.2","Fayetteville, AR",10000+ Employees,1837,Company - Public,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD)
Research Scientist or Engineer,$61K - $118K (Glassdoor est.),2.8,"BAEBIES INC
2.8","Durham, NC",51 to 200 Employees,2013,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable
Data Scientist (P2),$75K - $134K (Glassdoor est.),4.0,"Memorial Sloan-Kettering Cancer Center
4.0","New York, NY",10000+ Employees,1884,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD)
Computer Vision / Machine Learning Engineer,$60K - $115K (Glassdoor est.),3.9,"Leidos
3.9","Tewksbury, MA",10000+ Employees,1969,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD)
Business Intelligence Data Analyst,$52K - $100K (Glassdoor est.),3.9,"BANKSOUTH
3.9","Greensboro, GA",51 to 200 Employees,1911,Company - Private,Banks & Credit Unions,Finance,$5 to $10 million (USD)
Advanced Battery Scientist,-1,-1,Battery Innovation Center,"Newberry, IN",-1,-1,-1,-1,-1,-1
Senior Scientist,$68K - $97K (Glassdoor est.),3.5,"LGC Limited
3.5","Alexandria, MN",1001 to 5000 Employees,1842,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable
Data Integrator/Data Engineer,-1,4.0,"RDR, INC.
4.0","Fort Bragg, NC",51 to 200 Employees,1986,Company - Private,IT Services,Information Technology,$10 to $25 million (USD)
Electro-Optical Scientist,-1,-1,"GEOST, Inc.","Tucson, AZ",-1,-1,-1,-1,-1,-1
Research Scientist - Metabolic Pathways,$70K - $124K (Glassdoor est.),-1,"Landos Biopharma, Inc.","Blacksburg, VA",-1,-1,-1,-1,-1,-1
Senior Remarketing Data Analyst (Senior Remarketing Pricing Analyst),$60K - $113K (Glassdoor est.),3.6,"Penske
3.6","Reading, PA",10000+ Employees,1969,Company - Private,Transportation Management,Transportation & Logistics,$5 to $10 billion (USD)
Senior Data Engineer,$91K - $153K (Glassdoor est.),3.6,"VirginPulse
3.6","Providence, RI",1001 to 5000 Employees,2004,Company - Private,Enterprise Software & Network Solutions,Information Technology,$50 to $100 million (USD)
X-Ray Research Scientist,$49K - $85K (Glassdoor est.),3.9,"Leidos
3.9","Vista, CA",10000+ Employees,1969,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD)
"Data Scientist, Medical Diagnostics",$88K - $150K (Glassdoor est.),3.5,"Specific Diagnostics
3.5","Mountain View, CA",1 to 50 Employees,Company - Private,Unknown / Non-Applicable,-1,-1,-1
Data Scientist (Personal Valuation Team),$75K - $121K (Glassdoor est.),3.6,"Epsilon
3.6","Chicago, IL",5001 to 10000 Employees,1969,Subsidiary or Business Segment,Advertising & Marketing,Business Services,$2 to $5 billion (USD)
"Senior Scientist, Bioconjugation Chemistry",$77K - $157K (Glassdoor est.),-1,"Silverback Therapeutics, Inc.","Seattle, WA",-1,-1,-1,-1,-1,-1
"Scientist II, Quality Control - Stability",$60K - $105K (Glassdoor est.),3.5,"Catalent Pharma Solutions
3.5","Madison, WI",10000+ Employees,2007,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD)
Data Scientist,$63K - $121K (Glassdoor est.),3.6,"MCR, LLC.
3.6","Norfolk, VA",201 to 500 Employees,1977,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD)
Scientist/Senior Scientist - X-ray Crystallography,$71K - $146K (Glassdoor est.),-1,"Xtal BioStructures, Inc.","Natick, MA",-1,-1,-1,-1,-1,-1
Lead Data Scientist,$79K - $156K (Glassdoor est.),4.1,"ALLDATA
4.1","Elk Grove, CA",201 to 500 Employees,1986,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,$25 to $50 million (USD)
Senior / Principal Big Data Engineer,$104K - $135K (Glassdoor est.),3.4,"BlackBerry
3.4","Austin, TX",1001 to 5000 Employees,1984,Company - Public,Enterprise Software & Network Solutions,Information Technology,$5 to $10 billion (USD)
Process Science Scientist I,$70K - $130K (Glassdoor est.),4.0,"Ajinomoto Bio-Pharma Services
4.0","San Diego, CA",501 to 1000 Employees,1998,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD)
Senior Data Engineer,$81K - $137K (Glassdoor est.),3.3,"AVANGRID
3.3","New Haven, CT",5001 to 10000 Employees,2015,Company - Public,Energy,"Oil, Gas, Energy & Utilities",$5 to $10 billion (USD)
Associate Manufacturing Sciences Scientist- Night Shift,$54K - $97K (Glassdoor est.),3.5,"Catalent Pharma Solutions
3.5","Bloomington, IN",10000+ Employees,2007,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD)
Data Scientist – Reporting and Visualization,$75K - $128K (Glassdoor est.),3.6,"VirginPulse
3.6","Providence, RI",1001 to 5000 Employees,2004,Company - Private,Enterprise Software & Network Solutions,Information Technology,$50 to $100 million (USD)
"Research or Sr. Research Scientist, Bioprocess",$53K - $113K (Glassdoor est.),3.6,"Eppendorf
3.6","Enfield, CT",201 to 500 Employees,1945,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD)
"Clinical Scientist, Genetics Lab Director",$44K - $91K (Glassdoor est.),3.6,"Saint Francis Health System
3.6","Tulsa, OK",10000+ Employees,1955,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD)
