Job Title,Salary Estimate,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
Big Data Engineer,$68K - $129K (Glassdoor est.),3.7,"Cognizant Technology Solutions
3.7","Bridgewater, NJ",10000+ Employees,1994,Company - Public,Consulting,Business Services,$10+ billion (USD)
Future Position: Data Scientist,$88K - $99K (Glassdoor est.),4.2,"Colgate-Palmolive
4.2","Piscataway, NJ",10000+ Employees,1806,Company - Public,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD)
Azure Data Engineer,$67K - $122K (Glassdoor est.),3.7,"Cognizant Technology Solutions
3.7","Bridgewater, NJ",10000+ Employees,1994,Company - Public,Consulting,Business Services,$10+ billion (USD)
Sr. Scientist,$66K - $144K (Glassdoor est.),-1,Accurant,"Cranbury, NJ",-1,-1,-1,-1,-1,-1
Sr. Scientist,$66K - $144K (Glassdoor est.),-1,Accurant,"Cranbury, NJ",-1,-1,-1,-1,-1,-1
"Senior Clinical Scientist/Director, Clinical Science",$53 - $90 Per Hour(Glassdoor est.),3.7,"Celldex Therapeutics, Inc.
3.7","Hampton, NJ",-1,-1,-1,-1,-1,-1
Data Science Internship,-1,4.2,"Colgate-Palmolive
4.2","Piscataway, NJ",10000+ Employees,1806,Company - Public,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD)
"Principal Scientist, PK Sciences Oncology",$87K - $177K (Glassdoor est.),4.2,"Novartis
4.2","East Hanover, NJ",10000+ Employees,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD)
Data Scientist,$72K - $125K (Glassdoor est.),-1,Penfield Search Partners,"Plainsboro, NJ",-1,-1,-1,-1,-1,-1
Data Engineer,$68K - $139K (Glassdoor est.),4.2,"Colgate-Palmolive
4.2","Piscataway, NJ",10000+ Employees,1806,Company - Public,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD)
"Scientist II, Analytical development",-1,-1,Novelstar Pharmaceuticals Inc,"Cranbury, NJ",-1,-1,-1,-1,-1,-1
"Master Data Analyst (Specialist), Premix (Nutritional Products)",$52K - $105K (Glassdoor est.),4.0,"DSM
4.0","Parsippany, NJ",10000+ Employees,Company - Public,Chemical Manufacturing,Manufacturing,$5 to $10 billion (USD),-1
Data Platform Architect,$81K - $136K (Glassdoor est.),3.7,"Guardian Life Insurance Company
3.7","Holmdel, NJ",5001 to 10000 Employees,1860,Company - Private,Insurance Carriers,Insurance,$5 to $10 billion (USD)
Data Scientist,$83K - $161K (Glassdoor est.),4.3,"Scalable Systems
4.3","Piscataway, NJ",1 to 50 Employees,1981,Company - Private,Computer Hardware & Software,Information Technology,Less than $1 million (USD)
Machine Learning Scientist,$56K - $103K (Glassdoor est.),3.8,"Battelle
3.8","Egg Harbor Township, NJ",10000+ Employees,1929,Nonprofit Organization,Research & Development,Business Services,$5 to $10 billion (USD)
Data Scientist,-1,4.0,"ReqRoute,Inc
4.0","Jersey City, NJ",1 to 50 Employees,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),-1
Analytical Scientist/Sr. Analytical scientist,$83K - $107K (Glassdoor est.),-1,"Aucta Pharmaceuticals, Inc.","Piscataway, NJ",-1,-1,-1,-1,-1,-1
"Scientist/Sr. Scientist, Analytical Development",-1,3.3,"Rocket Pharma
3.3","Cranbury, NJ",51 to 200 Employees,2015,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable
Data Scientist,$74K - $130K (Glassdoor est.),4.0,"Oishii
4.0","Kearny, NJ",1 to 50 Employees,Company - Private,Unknown / Non-Applicable,-1,-1,-1
Data Scientist,$56K - $84K (Glassdoor est.),3.8,"Willis Towers Watson
3.8","Fort Lee, NJ",10000+ Employees,1828,Company - Public,Consulting,Business Services,$10+ billion (USD)
Quantitative Analyst,$77K - $154K (Glassdoor est.),4.2,"Brighthouse Financial
4.2","Morristown, NJ",1001 to 5000 Employees,2017,Company - Public,Insurance Carriers,Insurance,Unknown / Non-Applicable
Data Engineer,$79K - $162K (Glassdoor est.),-1,SMARTSOURCE,"Jersey City, NJ",-1,-1,-1,-1,-1,-1
Data Scientist,$106K - $111K (Glassdoor est.),3.8,"Prudential
3.8","Newark, NJ",10000+ Employees,1875,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD)
Data Scientist,$103K - $113K (Glassdoor est.),4.0,"Verizon
4.0","Basking Ridge, NJ",10000+ Employees,2000,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD)
Data Scientist,-1,4.5,"Two95 International Inc.
4.5","East Hanover, NJ",1 to 50 Employees,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),-1
"Quality Control Scientist, Immunochemistry",-1,3.3,"Rocket Pharma
3.3","Cranbury, NJ",51 to 200 Employees,2015,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable
Data Scientist,$69K - $123K (Glassdoor est.),4.1,"Unilever
4.1","Englewood Cliffs, NJ",10000+ Employees,1872,Company - Public,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD)
Data Scientist,$58K - $125K (Glassdoor est.),5.0,"Brilliant Infotech
5.0","Ewing, NJ",51 to 200 Employees,2007,Company - Private,IT Services,Information Technology,$5 to $10 million (USD)
Data Scientist,$63K - $102K (Glassdoor est.),3.2,"Signature Science, LLC
3.2","Egg Harbor Township, NJ",51 to 200 Employees,Company - Private,Consulting,Business Services,$25 to $50 million (USD),-1
Data Scientist,$67K - $132K (Glassdoor est.),4.1,"Novo Nordisk
4.1","Princeton, NJ",10000+ Employees,1923,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD)
Digital Data & Identity Analyst,$67K - $75K (Glassdoor est.),4.2,"Colgate-Palmolive
4.2","Piscataway, NJ",10000+ Employees,1806,Company - Public,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD)
Data Scientist,$60K - $117K (Glassdoor est.),4.1,"Bloomberg
4.1","Princeton, NJ",10000+ Employees,1981,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
Data Scientist,$81K - $122K (Glassdoor est.),4.2,"Fidelity Investments
4.2","Jersey City, NJ",10000+ Employees,1946,Company - Private,Investment Banking & Asset Management,Finance,$10+ billion (USD)
Data Scientist,$68K - $122K (Glassdoor est.),3.6,"Educational Testing Service (ETS)
3.6","Ewing, NJ",1001 to 5000 Employees,1948,Nonprofit Organization,Education Training Services,Education,$1 to $2 billion (USD)
Data Scientist,$82K - $140K (Glassdoor est.),3.6,"GAF Materials Corporation
3.6","Parsippany, NJ",1001 to 5000 Employees,1886,Subsidiary or Business Segment,Consumer Products Manufacturing,Manufacturing,$2 to $5 billion (USD)
Data Scientist,$81K - $152K (Glassdoor est.),3.1,"Hermitage Infotech
3.1","Piscataway, NJ",1 to 50 Employees,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),-1
Data Scientist,$81K - $152K (Glassdoor est.),3.1,"Hermitage Infotech
3.1","Piscataway, NJ",-1,-1,-1,-1,-1,-1
Chief Research Scientist- Wireless,-1,3.5,"Perspecta
3.5","Red Bank, NJ",10000+ Employees,2018,Company - Public,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable
Data Scientist,$82K - $142K (Glassdoor est.),4.0,"Plymouth Rock Assurance
4.0","Woodbridge, NJ",1001 to 5000 Employees,1982,Company - Private,Insurance Carriers,Insurance,$10 to $25 million (USD)
Data Scientist,$78K - $149K (Glassdoor est.),-1,Datasys Consulting & Software Inc.,"Trenton, NJ",-1,-1,-1,-1,-1,-1
"Data Analyst, Finance (H)",$51K - $101K (Glassdoor est.),3.9,"Avispa Technology
3.9","Newark, NJ",51 to 200 Employees,2011,Company - Private,Internet,Information Technology,$500 million to $1 billion (USD)
Sr. Manager PV Scientist,-1,3.5,"Kelly
3.5","Summit, NJ",5001 to 10000 Employees,1946,Company - Public,Staffing & Outsourcing,Business Services,$5 to $10 billion (USD)
Data Scientist,$74K - $142K (Glassdoor est.),4.2,"Luxoft
4.2","Middletown, NJ",10000+ Employees,2000,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable
Principal Data Scientist,$107K - $180K (Glassdoor est.),-1,Penfield Search Partners,"Plainsboro, NJ",-1,-1,-1,-1,-1,-1
Data Scientist,$72K - $141K (Glassdoor est.),-1,Iconic Technology Group,"Trenton, NJ",-1,-1,-1,-1,-1,-1
MS&T Scientist I,$58K - $106K (Glassdoor est.),3.6,"Renaissance LLC
3.6","Lakewood, NJ",51 to 200 Employees,2002,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD)
Data Scientist,$93K - $131K (Glassdoor est.),4.6,"Tradeweb Markets LLC
4.6","Jersey City, NJ",501 to 1000 Employees,1997,Company - Public,Financial Transaction Processing,Finance,Unknown / Non-Applicable
Data Scientist,-1,4.2,"Avlino
4.2",New Jersey,1 to 50 Employees,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,Less than $1 million (USD)
Junior/Senior Engineer & Scientist in Dynamic Systems,$42K - $105K (Glassdoor est.),-1,ShockTech,"Mahwah, NJ",-1,-1,-1,-1,-1,-1
Data Scientist,$100K - $179K (Glassdoor est.),3.8,"Amazon Web Services, Inc.
3.8","Jersey City, NJ",10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD)
Data Scientist,$90K - $156K (Glassdoor est.),3.5,"Avis Budget Group
3.5","Parsippany, NJ",10000+ Employees,1946,Company - Public,Car Rental,Travel & Tourism,$5 to $10 billion (USD)
Data Scientist,$65K - $119K (Glassdoor est.),2.5,"Dataline
2.5","Princeton, NJ",1 to 50 Employees,Company - Private,Less than $1 million (USD),-1,-1,-1
Data Scientist,-1,-1,SeamlessWorld Consulting,"East Brunswick, NJ",-1,-1,-1,-1,-1,-1
MTSG Scientist I,$71K - $129K (Glassdoor est.),3.4,"Sun Pharmaceutical Industries, Inc.
3.4","New Brunswick, NJ",10000+ Employees,1983,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD)
Food Scientist,$42K - $74K (Glassdoor est.),4.0,"Remarkable Foods
4.0","Cranford, NJ",201 to 500 Employees,Company - Private,Unknown / Non-Applicable,-1,-1,-1
Food Scientist,$42K - $74K (Glassdoor est.),4.0,"Remarkable Foods
4.0","Cranford, NJ",-1,-1,-1,-1,-1,-1
Data Analyst,$49K - $101K (Glassdoor est.),-1,MC Management/ JR Cigar,"Whippany, NJ",-1,-1,-1,-1,-1,-1
Scientist/Senior Scientist-Antibody Discovery and Characterization,$57K - $130K (Glassdoor est.),-1,NovaRock Biotherapeutics,"Ewing, NJ",-1,-1,-1,-1,-1,-1
Future Position: Data Engineer,$68K - $139K (Glassdoor est.),4.2,"Colgate-Palmolive
4.2","Piscataway, NJ",10000+ Employees,1806,Company - Public,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD)
Future Position: Data Engineer,$68K - $139K (Glassdoor est.),4.2,"Colgate-Palmolive
4.2","Piscataway, NJ",-1,-1,-1,-1,-1,-1
Scientist I,$58K - $107K (Glassdoor est.),-1,ProStaff Solutions Inc,"New Brunswick, NJ",-1,-1,-1,-1,-1,-1
"Associate Director, Data Partner, Global Biometrics and Data Science",$134K - $157K (Glassdoor est.),4.1,"Bristol Myers Squibb
4.1","New Brunswick, NJ",10000+ Employees,1858,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD)
Scientist,$59K - $136K (Glassdoor est.),-1,Accurant,"Cranbury, NJ",-1,-1,-1,-1,-1,-1
"Data Scientist, Content Strategy",$94K - $174K (Glassdoor est.),4.1,"Audible
4.1","Newark, NJ",1001 to 5000 Employees,1995,Subsidiary or Business Segment,Motion Picture Production & Distribution,Media,Unknown / Non-Applicable
Data Scientist Research Intern,-1,4.1,"Audible
4.1","Newark, NJ",1001 to 5000 Employees,1995,Subsidiary or Business Segment,Motion Picture Production & Distribution,Media,Unknown / Non-Applicable
Data Scientist - Inference and Analytics,-1,4.8,"Collage.com
4.8",New Jersey,51 to 200 Employees,2011,Company - Private,Internet,Information Technology,$50 to $100 million (USD)
Language Researcher/Data Scientist,$89K - $164K (Glassdoor est.),4.5,"Tiger Analytics
4.5","Jersey City, NJ",501 to 1000 Employees,2011,Company - Private,Consulting,Business Services,$10 to $25 million (USD)
Digital Data Architect Lead,$95K - $184K (Glassdoor est.),4.2,"Colgate-Palmolive
4.2","Piscataway, NJ",10000+ Employees,1806,Company - Public,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD)
Data Scientist/AL Resource,-1,4.5,"Two95 International Inc.
4.5","Princeton, NJ",1 to 50 Employees,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),-1
Senior Data Scientist,-1,4.1,"Bristol Myers Squibb
4.1","Princeton, NJ",10000+ Employees,1858,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD)
Operations Data Analyst - INTERN,-1,4.1,"Anova
4.1","New Providence, NJ",51 to 200 Employees,1980,Company - Private,Miscellaneous Manufacturing,Manufacturing,$10 to $25 million (USD)
Data Analyst,-1,4.0,"Kforce
4.0","Basking Ridge, NJ",10000+ Employees,1966,Company - Public,IT Services,Information Technology,$1 to $2 billion (USD)
Associate Data Scientist,$65K - $114K (Glassdoor est.),3.8,"Zoetis
3.8","Parsippany, NJ",5001 to 10000 Employees,2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$5 to $10 billion (USD)
Senior Data Scientist,-1,4.5,"Tiger Analytics
4.5",New Jersey,501 to 1000 Employees,2011,Company - Private,Consulting,Business Services,$10 to $25 million (USD)
Sales Operations - Data Scientist,$76K - $136K (Glassdoor est.),3.8,"Zoetis
3.8","Parsippany, NJ",5001 to 10000 Employees,2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$5 to $10 billion (USD)
Marketing Data Scientist Consultant,$97K - $184K (Glassdoor est.),4.0,"Accenture
4.0","Florham Park, NJ",10000+ Employees,1989,Company - Public,Consulting,Business Services,$10+ billion (USD)
Actuarial Data Scientist,$78K - $147K (Glassdoor est.),4.0,"Horizon Blue Cross Blue Shield of New Jersey
4.0","Newark, NJ",5001 to 10000 Employees,1932,Nonprofit Organization,Insurance Carriers,Insurance,$10+ billion (USD)
Lead Quantitative Analyst,$72K - $138K (Glassdoor est.),4.2,"Brighthouse Financial
4.2","Morristown, NJ",1001 to 5000 Employees,2017,Company - Public,Insurance Carriers,Insurance,Unknown / Non-Applicable
Lead Quantitative Analyst,-1,-1,"Brighthouse Financial
4.2","Morristown, NJ",1001 to 5000 Employees,2017,Company - Public,Insurance Carriers,Insurance,Unknown / Non-Applicable
Cyber Security Senior Research Scientist,$73K - $163K (Glassdoor est.),3.5,"Perspecta
3.5","Basking Ridge, NJ",10000+ Employees,2018,Company - Public,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable
Data Analyst,$55K - $108K (Glassdoor est.),3.9,"Central Jersey Family Health Consortium
3.9","North Brunswick, NJ",51 to 200 Employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$5 to $10 million (USD),-1
Senior Research Scientist- Wireless Signal Processing,$71K - $142K (Glassdoor est.),3.5,"Perspecta
3.5","Red Bank, NJ",10000+ Employees,2018,Company - Public,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable
Data Analyst,$54K - $107K (Glassdoor est.),4.3,"MATRIX Resources
4.3","Jersey City, NJ",201 to 500 Employees,1983,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
Protein Scientist,$46K - $98K (Glassdoor est.),4.0,"Spectrix Analytical Services, LLC
4.0","Princeton, NJ",51 to 200 Employees,1999,Contract,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Less than $1 million (USD)
Senior Scientist,$78K - $136K (Glassdoor est.),3.7,"Johnson Matthey
3.7",Deptford Township,10000+ Employees,1817,Company - Public,Chemical Manufacturing,Manufacturing,$10+ billion (USD)
"Data Scientist, Data Sciences",$71K - $129K (Glassdoor est.),4.2,"Johnson & Johnson Family of Companies
4.2","Titusville, NJ",10000+ Employees,1887,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD)
Lead Data Scientist - NJ/NY based,$121K - $146K (Glassdoor est.),4.0,"ADP
4.0","Roseland, NJ",10000+ Employees,1949,Company - Public,Consulting,Business Services,$10+ billion (USD)
Consultant Data Scientist – Healthcare H/F,$73K - $129K (Glassdoor est.),3.9,"Alcimed
3.9","Princeton, NJ",201 to 500 Employees,1993,Company - Private,Consulting,Business Services,$25 to $50 million (USD)
Associate Scientist - Organic Chemistry,$58K - $108K (Glassdoor est.),4.5,"Alpha Consulting
4.5","New Brunswick, NJ",201 to 500 Employees,1994,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD)
Data Scientist - Nationwide Opportunities,$100K - $179K (Glassdoor est.),3.8,"Amazon Web Services, Inc.
3.8","Newark, NJ",10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD)
Data Scientist - ProServe,-1,3.8,"Amazon Web Services, Inc.
3.8",New Jersey,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD)
Associate Scientist: Drug product development,$50K - $91K (Glassdoor est.),4.5,"Alpha Consulting
4.5","Summit, NJ",201 to 500 Employees,1994,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD)
Data Scientist - Schmidt DataX Project,$36K - $80K (Glassdoor est.),4.6,"Princeton University
4.6","Princeton, NJ",5001 to 10000 Employees,1746,College / University,Colleges & Universities,Education,Unknown / Non-Applicable
Data Scientist – Advanced Process Control,$78K - $137K (Glassdoor est.),4.2,"Johnson & Johnson Family of Companies
4.2","Raritan, NJ",10000+ Employees,1887,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD)
Data Science Intern,-1,4.0,"Peraton
4.0","Basking Ridge, NJ",5001 to 10000 Employees,2017,Company - Private,IT Services,Information Technology,$2 to $5 billion (USD)
Field Geologist/ Scientist I,$54K - $115K (Glassdoor est.),2.9,"Earth Engineering Inc.
2.9","West Berlin, NJ",51 to 200 Employees,1990,Company - Private,Construction,"Construction, Repair & Maintenance",$5 to $10 million (USD)
Senior Data Analyst,-1,4.0,"Kforce
4.0","Newark, NJ",10000+ Employees,1966,Company - Public,IT Services,Information Technology,$1 to $2 billion (USD)
AI & Analytics Data Scientist,$83K - $96K (Glassdoor est.),3.7,"Cognizant Technology Solutions
3.7","Teaneck, NJ",10000+ Employees,1994,Company - Public,Consulting,Business Services,$10+ billion (USD)
Scientist - MS Protein Characterization Group,-1,3.5,"Kelly
3.5","Raritan, NJ",5001 to 10000 Employees,1946,Company - Public,Staffing & Outsourcing,Business Services,$5 to $10 billion (USD)
Sr. Data Scientist,$90K - $171K (Glassdoor est.),3.8,"Zoetis
3.8","Parsippany, NJ",5001 to 10000 Employees,2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$5 to $10 billion (USD)
Data Scientist - Advanced Analytics,$73K - $133K (Glassdoor est.),4.1,"Novo Nordisk
4.1","Plainsboro, NJ",10000+ Employees,1923,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD)
Principal Data Scientist,$93K - $151K (Glassdoor est.),4.1,"Bristol Myers Squibb
4.1","Princeton, NJ",10000+ Employees,1858,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD)
"Senior Associate, Data Scientist",$86K - $146K (Glassdoor est.),3.9,"KPMG
3.9","Short Hills, NJ",10000+ Employees,1987,Company - Private,Consulting,Business Services,$1 to $2 billion (USD)
"3x AD, Data Scientist (Omnichannel Decision Engines)",$80K - $142K (Glassdoor est.),4.2,"Novartis
4.2","East Hanover, NJ",10000+ Employees,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD)
Data Scientist / Data Analyst / Data Analysis & Reporting,$41K - $77K (Glassdoor est.),1.0,"Sphinix Solutions
1.0","New Brunswick, NJ",1 to 50 Employees,Company - Private,IT Services,Information Technology,Less than $1 million (USD),-1
Data Analyst,$48K - $89K (Glassdoor est.),4.0,"Verisk
4.0","Jersey City, NJ",5001 to 10000 Employees,1971,Company - Public,Research & Development,Business Services,$2 to $5 billion (USD)
"Sr Manager, Medical Data Scientist",$90K - $155K (Glassdoor est.),4.2,"Eisai
4.2","Woodcliff Lake, NJ",201 to 500 Employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1
Senior Data Scientist,$102K - $165K (Glassdoor est.),4.0,"Plymouth Rock Assurance
4.0","Woodbridge, NJ",1001 to 5000 Employees,1982,Company - Private,Insurance Carriers,Insurance,$10 to $25 million (USD)
Senior Data Scientist,-1,3.0,"Risk Solutions
3.0","New Providence, Union, NJ",Unknown,Company - Public,Unknown / Non-Applicable,-1,-1,-1
Senior Data Scientist,-1,3.0,"Risk Solutions
3.0","New Providence, Union, NJ",-1,-1,-1,-1,-1,-1
"Data Scientist | Analytics | Retail, Media & Hi-Tech",$76K - $91K (Glassdoor est.),3.6,"EXL Services
3.6","Jersey City, NJ",10000+ Employees,1999,Company - Public,Consulting,Business Services,$500 million to $1 billion (USD)
Applied Data Scientist (NAM),-1,-1,Intent HQ,"Jersey City, NJ",1 to 50 Employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$1 to $5 million (USD),-1
Applied Data Scientist (NAM),-1,-1,Intent HQ,"Jersey City, NJ",-1,-1,-1,-1,-1,-1
Machine Learning Engineer,$82K - $154K (Glassdoor est.),4.0,"Peraton
4.0","Wharton, NJ",5001 to 10000 Employees,2017,Company - Private,IT Services,Information Technology,$2 to $5 billion (USD)
Data Scientist/machine Learning Engineer,$67K - $136K (Glassdoor est.),4.6,"Colsh Consultants
4.6","Monmouth Junction, NJ",Unknown,2005,Unknown,IT Services,Information Technology,Unknown / Non-Applicable
Associate Director Pharmacovigilance Scientist,-1,4.0,"System One
4.0","Summit, NJ",5001 to 10000 Employees,1979,Company - Private,Staffing & Outsourcing,Business Services,$500 million to $1 billion (USD)
Machine Learning Engineer (Ops),$124K - $147K (Glassdoor est.),4.5,"Tiger Analytics
4.5","Newark, NJ",501 to 1000 Employees,2011,Company - Private,Consulting,Business Services,$10 to $25 million (USD)
"Scientist IV, Discovery Toxicology",$75K - $144K (Glassdoor est.),4.1,"Boehringer Ingelheim
4.1","North Brunswick, NJ",10000+ Employees,1885,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD)
"Staff Data Scientist, Defect Discovery",$99K - $192K (Glassdoor est.),3.4,"Walmart
3.4","Hoboken, NJ",10000+ Employees,1994,Company - Public,General Merchandise & Superstores,Retail,$10+ billion (USD)
Data Scientist II - FRM Analytics & Reporting,$82K - $150K (Glassdoor est.),4.0,"TD Bank
4.0","Mount Laurel, NJ",10000+ Employees,1855,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD)
JPMWM - CARE - Data Scientist - Associate,$78K - $132K (Glassdoor est.),3.8,"JPMorgan Chase Bank, N.A.
3.8","Jersey City, NJ",10000+ Employees,1799,Subsidiary or Business Segment,Banks & Credit Unions,Finance,$10+ billion (USD)
Alternative Data Consultant (Contractor),$62K - $112K (Glassdoor est.),3.6,"Michael Page
3.6","Hoboken, NJ",201 to 500 Employees,Company - Private,Security Services,Business Services,Unknown / Non-Applicable,-1
Research Commercialization Scientist,-1,4.0,"HumanEdge
4.0","Newark, NJ",1 to 50 Employees,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1
Data Scientists in Biomedical Data Science - Schmidt Data X Project,$72K - $119K (Glassdoor est.),4.6,"Princeton University
4.6","Princeton, NJ",5001 to 10000 Employees,1746,College / University,Colleges & Universities,Education,Unknown / Non-Applicable
Quantitative Analyst,-1,3.7,"Robert Half
3.7","Summit, NJ",10000+ Employees,1948,Company - Public,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD)
Scientist,-1,4.0,"System One
4.0","New Brunswick, NJ",5001 to 10000 Employees,1979,Company - Private,Staffing & Outsourcing,Business Services,$500 million to $1 billion (USD)
Data Science - Entry Level,$55K - $119K (Glassdoor est.),-1,CBL Solutions,"Lawrenceville, NJ",1 to 50 Employees,Private Practice / Firm,Unknown / Non-Applicable,-1,-1,-1
Data Analyst,$51K - $105K (Glassdoor est.),3.6,"Michael Page
3.6","Jersey City, NJ",201 to 500 Employees,Company - Private,Security Services,Business Services,Unknown / Non-Applicable,-1
Machine Learning Engineer,-1,3.9,"Covance
3.9","Princeton, NJ",10000+ Employees,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10 to $25 million (USD)
"Senior Data Scientist - Opportunity for Working Remotely Newark, NJ",$147K - $166K (Glassdoor est.),4.3,"VMware Engineering
4.3","Newark, NJ",10000+ Employees,1998,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD)
Scientist/Engineer,-1,3.5,"Kelly
3.5","Morris Plains, NJ",5001 to 10000 Employees,1946,Company - Public,Staffing & Outsourcing,Business Services,$5 to $10 billion (USD)
