Job Title,Salary Estimate,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
Clinical Data Scientist / 40 Hours / Day / BWH APSI,$74K - $102K (Glassdoor est.),3.9,"Brigham & Women's Hospital(BWH)
3.9","Boston, MA",5001 to 10000 Employees,1996,Subsidiary or Business Segment,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD)
Data Engineer,$72K - $125K (Glassdoor est.),4.1,"Capital One
4.1","Cambridge, MA",10000+ Employees,1994,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD)
Senior Data Scientist,$96K - $168K (Glassdoor est.),3.8,"Amazon.com Services LLC
3.8","Westborough, MA",10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD)
Senior Data Scientist,-1,-1,Sonde Health,"Boston, MA",-1,-1,-1,-1,-1,-1
Machine Learning Engineer - Computer Vision,$75K - $131K (Glassdoor est.),4.2,"STR
4.2","Woburn, MA",201 to 500 Employees,1985,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable
Machine Learning Engineer,-1,3.7,"Mercari
3.7",Massachusetts,1001 to 5000 Employees,2013,Company - Public,Internet,Information Technology,Unknown / Non-Applicable
Machine Learning Engineer,$90K - $140K (Glassdoor est.),4.9,"Lendbuzz
4.9","Boston, MA",1 to 50 Employees,2015,Company - Private,Unknown / Non-Applicable,-1,-1
Senior Data Scientist - Manufacturing and Supply Chain,$109K - $177K (Glassdoor est.),3.7,"Vertex Pharmaceuticals Inc (US)
3.7","Boston, MA",1001 to 5000 Employees,1989,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$5 to $10 million (USD)
Senior Data Scientist,$85K - $147K (Glassdoor est.),5.0,"Hospital IQ
5.0","Newton, MA",1 to 50 Employees,Company - Private,Unknown / Non-Applicable,-1,-1,-1
Data Scientist (Translational Informatics),-1,4.8,"Jobot
4.8","Boston, MA",51 to 200 Employees,2018,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD)
Principal Scientist 3,$72K - $146K (Glassdoor est.),3.5,"Charles River Laboratories
3.5","Worcester, MA",10000+ Employees,1947,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD)
Machine Learning Engineer,-1,3.3,"Rue Gilt Groupe
3.3","Boston, MA",501 to 1000 Employees,Company - Private,"Department, Clothing, & Shoe Stores",Retail,Unknown / Non-Applicable,-1
Machine Learning Engineer,-1,4.9,"Corvus Insurance
4.9","Boston, MA",51 to 200 Employees,2017,Company - Private,IT Services,Information Technology,$100 to $500 million (USD)
Machine Learning Engineer,$90K - $126K (Glassdoor est.),3.5,"Genuity Science
3.5","Boston, MA",201 to 500 Employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1
Senior Data Scientist,$95K - $165K (Glassdoor est.),3.7,"Oracle
3.7","Burlington, MA",10000+ Employees,1977,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD)
Data Analyst,$49K - $97K (Glassdoor est.),3.5,"ClinEdge
3.5","Quincy, MA",51 to 200 Employees,2010,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable
Principal Research Associate/Associate Scientist - Delivery Sciences,$52K - $112K (Glassdoor est.),-1,Scismic,"Cambridge, MA",-1,-1,-1,-1,-1,-1
Machine Learning Engineer,$71K - $128K (Glassdoor est.),4.9,"MORSE Corp
4.9","Cambridge, MA",51 to 200 Employees,2014,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable
"Senior Data Scientist, Advanced Analytics / AI CoE",$95K - $151K (Glassdoor est.),4.2,"Fidelity Investments
4.2","Boston, MA",10000+ Employees,1946,Company - Private,Investment Banking & Asset Management,Finance,$10+ billion (USD)
"Senior Data Scientist, Advanced Analytics / AI CoE",-1,-1,"Fidelity Investments
4.2","Boston, MA",-1,-1,-1,-1,-1,-1
"Senior Data Scientist, Advanced Analytics / AI CoE",-1,-1,"Fidelity Investments
4.2","Boston, MA",-1,-1,-1,-1,-1,-1
"Senior Data Scientist, Advanced Analytics / AI CoE",-1,-1,"Fidelity Investments
4.2","Boston, MA",-1,-1,-1,-1,-1,-1
"Senior Data Scientist, Advanced Analytics / AI CoE",-1,-1,"Fidelity Investments
4.2","Boston, MA",-1,-1,-1,-1,-1,-1
"Senior Data Scientist, Advanced Analytics / AI CoE",-1,-1,"Fidelity Investments
4.2","Boston, MA",-1,-1,-1,-1,-1,-1
"Senior Data Scientist, Advanced Analytics / AI CoE",-1,-1,"Fidelity Investments
4.2","Boston, MA",-1,-1,-1,-1,-1,-1
"Senior Data Scientist, Advanced Analytics / AI CoE",-1,-1,"Fidelity Investments
4.2","Boston, MA",-1,-1,-1,-1,-1,-1
"Senior Data Scientist, Advanced Analytics / AI CoE",-1,-1,"Fidelity Investments
4.2","Boston, MA",-1,-1,-1,-1,-1,-1
"Senior Data Scientist, Advanced Analytics / AI CoE",-1,-1,"Fidelity Investments
4.2","Boston, MA",-1,-1,-1,-1,-1,-1
"Senior Data Scientist, Advanced Analytics / AI CoE",-1,-1,"Fidelity Investments
4.2","Boston, MA",-1,-1,-1,-1,-1,-1
"Senior Data Scientist, Advanced Analytics / AI CoE",-1,-1,"Fidelity Investments
4.2","Boston, MA",-1,-1,-1,-1,-1,-1
"Senior Data Scientist, Advanced Analytics / AI CoE",-1,-1,"Fidelity Investments
4.2","Boston, MA",-1,-1,-1,-1,-1,-1
"Senior Data Scientist, Advanced Analytics / AI CoE",-1,-1,"Fidelity Investments
4.2","Boston, MA",-1,-1,-1,-1,-1,-1
"Senior Data Scientist, Advanced Analytics / AI CoE",-1,-1,"Fidelity Investments
4.2","Boston, MA",-1,-1,-1,-1,-1,-1
"Senior Data Scientist, Advanced Analytics / AI CoE",-1,-1,"Fidelity Investments
4.2","Boston, MA",-1,-1,-1,-1,-1,-1
"Senior Data Scientist, Advanced Analytics / AI CoE",-1,-1,"Fidelity Investments
4.2","Boston, MA",-1,-1,-1,-1,-1,-1
"Senior Data Scientist, Advanced Analytics / AI CoE",-1,-1,"Fidelity Investments
4.2","Boston, MA",-1,-1,-1,-1,-1,-1
"Senior Data Scientist, Advanced Analytics / AI CoE",-1,-1,"Fidelity Investments
4.2","Boston, MA",-1,-1,-1,-1,-1,-1
"Senior Data Scientist, Advanced Analytics / AI CoE",-1,-1,"Fidelity Investments
4.2","Boston, MA",-1,-1,-1,-1,-1,-1
"Senior Data Scientist, Advanced Analytics / AI CoE",-1,-1,"Fidelity Investments
4.2","Boston, MA",-1,-1,-1,-1,-1,-1
"Senior Data Scientist, Advanced Analytics / AI CoE",-1,-1,"Fidelity Investments
4.2","Boston, MA",-1,-1,-1,-1,-1,-1
"Senior Data Scientist, Advanced Analytics / AI CoE",-1,-1,"Fidelity Investments
4.2","Boston, MA",-1,-1,-1,-1,-1,-1
"Senior Data Scientist, Advanced Analytics / AI CoE",-1,-1,"Fidelity Investments
4.2","Boston, MA",-1,-1,-1,-1,-1,-1
"Senior Data Scientist, Advanced Analytics / AI CoE",-1,-1,"Fidelity Investments
4.2","Boston, MA",-1,-1,-1,-1,-1,-1
"Senior Data Scientist, Advanced Analytics / AI CoE",-1,-1,"Fidelity Investments
4.2","Boston, MA",-1,-1,-1,-1,-1,-1
"Senior Data Scientist, Advanced Analytics / AI CoE",-1,-1,"Fidelity Investments
4.2","Boston, MA",-1,-1,-1,-1,-1,-1
"Senior Data Scientist, Advanced Analytics / AI CoE",-1,-1,"Fidelity Investments
4.2","Boston, MA",-1,-1,-1,-1,-1,-1
"Senior Data Scientist, Advanced Analytics / AI CoE",-1,-1,"Fidelity Investments
4.2","Boston, MA",-1,-1,-1,-1,-1,-1
"Senior Data Scientist, Advanced Analytics / AI CoE",-1,-1,"Fidelity Investments
4.2","Boston, MA",-1,-1,-1,-1,-1,-1
"Senior Data Scientist, Advanced Analytics / AI CoE",-1,-1,"Fidelity Investments
4.2","Boston, MA",-1,-1,-1,-1,-1,-1
"Senior Data Scientist, Advanced Analytics / AI CoE",-1,-1,"Fidelity Investments
4.2","Boston, MA",-1,-1,-1,-1,-1,-1
"Senior Data Scientist, Advanced Analytics / AI CoE",-1,-1,"Fidelity Investments
4.2","Boston, MA",-1,-1,-1,-1,-1,-1
"Senior Data Scientist, Advanced Analytics / AI CoE",-1,-1,"Fidelity Investments
4.2","Boston, MA",-1,-1,-1,-1,-1,-1
"Senior Data Scientist, Advanced Analytics / AI CoE",-1,-1,"Fidelity Investments
4.2","Boston, MA",-1,-1,-1,-1,-1,-1
"Senior Data Scientist, Advanced Analytics / AI CoE",-1,-1,"Fidelity Investments
4.2","Boston, MA",-1,-1,-1,-1,-1,-1
"Senior Data Scientist, Advanced Analytics / AI CoE",-1,-1,"Fidelity Investments
4.2","Boston, MA",-1,-1,-1,-1,-1,-1
"Senior Data Scientist, Advanced Analytics / AI CoE",-1,-1,"Fidelity Investments
4.2","Boston, MA",-1,-1,-1,-1,-1,-1
"Senior Data Scientist, Advanced Analytics / AI CoE",-1,-1,"Fidelity Investments
4.2","Boston, MA",-1,-1,-1,-1,-1,-1
"Senior Data Scientist, Advanced Analytics / AI CoE",-1,-1,"Fidelity Investments
4.2","Boston, MA",-1,-1,-1,-1,-1,-1
"Senior Data Scientist, Advanced Analytics / AI CoE",-1,-1,"Fidelity Investments
4.2","Boston, MA",-1,-1,-1,-1,-1,-1
"Senior Data Scientist, Advanced Analytics / AI CoE",-1,-1,"Fidelity Investments
4.2","Boston, MA",-1,-1,-1,-1,-1,-1
"Senior Data Scientist, Advanced Analytics / AI CoE",-1,-1,"Fidelity Investments
4.2","Boston, MA",-1,-1,-1,-1,-1,-1
"Senior Data Scientist, Advanced Analytics / AI CoE",-1,-1,"Fidelity Investments
4.2","Boston, MA",-1,-1,-1,-1,-1,-1
"Senior Data Scientist, Advanced Analytics / AI CoE",-1,-1,"Fidelity Investments
4.2","Boston, MA",-1,-1,-1,-1,-1,-1
"Senior Data Scientist, Advanced Analytics / AI CoE",-1,-1,"Fidelity Investments
4.2","Boston, MA",-1,-1,-1,-1,-1,-1
"Senior Data Scientist, Advanced Analytics / AI CoE",-1,-1,"Fidelity Investments
4.2","Boston, MA",-1,-1,-1,-1,-1,-1
"Senior Data Scientist, Advanced Analytics / AI CoE",-1,-1,"Fidelity Investments
4.2","Boston, MA",-1,-1,-1,-1,-1,-1
"Senior Data Scientist, Advanced Analytics / AI CoE",-1,-1,"Fidelity Investments
4.2","Boston, MA",-1,-1,-1,-1,-1,-1
"Senior Data Scientist, Advanced Analytics / AI CoE",-1,-1,"Fidelity Investments
4.2","Boston, MA",-1,-1,-1,-1,-1,-1
"Senior Data Scientist, Advanced Analytics / AI CoE",-1,-1,"Fidelity Investments
4.2","Boston, MA",-1,-1,-1,-1,-1,-1
"Senior Data Scientist, Advanced Analytics / AI CoE",-1,-1,"Fidelity Investments
4.2","Boston, MA",-1,-1,-1,-1,-1,-1
"Senior Data Scientist, Advanced Analytics / AI CoE",-1,-1,"Fidelity Investments
4.2","Boston, MA",-1,-1,-1,-1,-1,-1
"Senior Data Scientist, Advanced Analytics / AI CoE",-1,-1,"Fidelity Investments
4.2","Boston, MA",-1,-1,-1,-1,-1,-1
"Senior Data Scientist, Advanced Analytics / AI CoE",-1,-1,"Fidelity Investments
4.2","Boston, MA",-1,-1,-1,-1,-1,-1
"Senior Data Scientist, Advanced Analytics / AI CoE",-1,-1,"Fidelity Investments
4.2","Boston, MA",-1,-1,-1,-1,-1,-1
"Senior Data Scientist, Advanced Analytics / AI CoE",-1,-1,"Fidelity Investments
4.2","Boston, MA",-1,-1,-1,-1,-1,-1
"Senior Data Scientist, Advanced Analytics / AI CoE",-1,-1,"Fidelity Investments
4.2","Boston, MA",-1,-1,-1,-1,-1,-1
"Senior Data Scientist, Advanced Analytics / AI CoE",-1,-1,"Fidelity Investments
4.2","Boston, MA",-1,-1,-1,-1,-1,-1
"Senior Data Scientist, Advanced Analytics / AI CoE",-1,-1,"Fidelity Investments
4.2","Boston, MA",-1,-1,-1,-1,-1,-1
